,Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature
52,spotify:track:3InIAYQyi22mfV4g1T9Jkc,Main Tera Boyfriend,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Raabta,64,0.841,0.914,11,-3.917,0,0.0613,0.0958,0.0,0.115,0.651,104.014,276153,4
53,spotify:track:5FihcmME7NlwW8KbYOaHVH,"The Breakup Song (From ""Ae Dil Hai Mushkil"")",spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],62,0.818,0.93,11,-2.982,1,0.247,0.33,0.0,0.658,0.831,113.988,252632,4
54,spotify:track:5kg1GacbhgQfLcbgOBRO9c,Tune Maari Entriyaan,spotify:artist:1bTROl5p3rGTpvKeWnGgrw,Sohail Sen,61,"['filmi', 'modern bollywood']",Gunday,58,0.794,0.865,8,-5.333,1,0.215,0.149,1.38e-05,0.0468,0.779,126.658,313365,4
55,spotify:track:4eu27jAU2bbnyHUC3G75U8,Badtameez Dil,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Yeh Jawaani Hai Deewani,68,0.806,0.932,2,-2.228,0,0.0684,0.24,0.0,0.216,0.792,106.021,252760,4
56,spotify:track:1r4oikmMdZZiGHkPA4hSoe,Character Dheela,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Ready,62,0.783,0.889,1,-2.691,0,0.0598,0.108,3.06e-05,0.333,0.851,111.983,226300,4
57,spotify:track:1vSXwYeKnzsVvekSpqVabx,Chikni Chameli,spotify:artist:5fvTHKKzW44A9867nPDocM,Ajay-Atul,66,['filmi'],Agneepath (Original Motion Picture Soundtrack),68,0.693,0.956,1,-5.012,0,0.071,0.289,0.0,0.294,0.665,90.005,301587,4
58,spotify:track:6VbmeIWTbNHM5uqoW7GTE4,Sheila Ki Jawani,spotify:artist:3eDT9fwXKuHWFvgZaaYC5v,Sunidhi Chauhan,73,"['filmi', 'modern bollywood']",Tees Maar Khan,68,0.803,0.859,6,-4.405,0,0.185,0.305,6.18e-05,0.553,0.631,101.007,281707,4
59,spotify:track:6v7NjCg1b9WTGVD05vaYTN,"Lat Lag Gayee (From ""Race 2"")",spotify:artist:61if35zz1W11GejEkxTLEQ,Benny Dayal,70,"['filmi', 'modern bollywood']","Lat Lag Gayee (From ""Race 2"")",0,0.79,0.892,10,-4.038,0,0.0404,0.229,1.24e-06,0.206,0.896,131.994,280369,4
60,spotify:track:3fTkHkqlT5QDK3m5WTVNwd,"Party On My Mind (From ""Race 2"")",spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp,KK,76,"['filmi', 'modern bollywood']",Bollywood Hotties,0,0.715,0.864,11,-5.013,0,0.0743,0.0187,0.0,0.719,0.568,122.015,222133,4
61,spotify:track:0rUN8ascPVT9iiLzC5ocPw,Abhi Toh Party Shuru Hui Hai,spotify:artist:0y59o4v8uw5crbN9M3JiL1,Badshah,74,"['desi hip hop', 'desi trap', 'filmi', 'modern bollywood']",Khoobsurat,58,0.806,0.815,3,-5.373,0,0.0599,0.0081,2.35e-05,0.586,0.678,129.999,179912,4
62,spotify:track:6WediUhXDfm8FR3wlM0r3G,Subha Hone Na De,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Desi Boyz,68,0.727,0.9,8,-4.529,1,0.0452,0.0805,0.0464,0.154,0.505,131.97,288696,4
63,spotify:track:7MvQQGqYE4r0ucTarmI2Gr,Saturday Saturday,spotify:artist:0FJz7XR37hH69traaHLijA,Shaarib Toshi,64,"['filmi', 'modern bollywood']",Saturday Saturday,61,0.847,0.938,8,-4.615,1,0.0974,0.149,0.0,0.107,0.786,130.02,210799,4
64,spotify:track:0QjiywAse0jM8QgPvtJrpC,"Baby Doll (From ""Ragini Mms 2"")",spotify:artist:5isfxZ3RSdBlSLn3cSFhnI,Meet Bros Anjjan,55,"['filmi', 'modern bollywood']",Bollywood Party With Meet Bros,48,0.836,0.839,4,-2.974,0,0.106,0.275,7.25e-06,0.181,0.507,103.992,213887,4
65,spotify:track:248p3TB8bH7FHnDuGEttjM,"London Thumakda (From ""Queen"")",spotify:artist:3DWbhNPz642SpTneSTHJv7,Labh Janjua,54,['modern bollywood'],Neha Kakkar: Love Songs,29,0.835,0.718,0,-6.614,1,0.0818,0.363,0.000919,0.0625,0.64,139.964,230468,4
66,spotify:track:1tEto4JrqNmBZFH5uAiYqb,Sadi Gali,spotify:artist:7w4cOzDZ5rfomlKHfunmbV,Lehmber Hussainpuri,49,"['bhangra', 'classic bhangra', 'punjabi pop']",Tanu Weds Manu,64,0.726,0.994,5,-2.433,0,0.0543,0.021,0.0108,0.222,0.779,129.989,264900,4
67,spotify:track:4y15Lwes1Zw9Q6wWpQmgUU,Chammak Challo (Muthada Chammak Challo),spotify:artist:0z4gvV4rjIZ9wHck67ucSV,Akon,80,['dance pop'],Ra-One,48,0.765,0.889,0,-3.53,0,0.0326,0.0775,1.38e-05,0.118,0.879,133.986,226789,4
68,spotify:track:2xHMxag2921urhJvdUOmPk,Jumme Ki Raat,spotify:artist:5T2I75UlGBcWd5nVyfmL13,Mika Singh,65,"['filmi', 'modern bollywood']",Kick,50,0.688,0.954,1,-3.076,0,0.145,0.209,0.00326,0.0387,0.766,140.186,273854,4
69,spotify:track:4AoQVhME8Ko6LNm4lV2wwQ,Hookah Bar,spotify:artist:0sSxphmGskGCKlwB9xa6WU,Himesh Reshammiya,65,"['filmi', 'modern bollywood']",Khiladi 786,71,0.73,0.656,11,-5.07,1,0.0294,0.00797,0.00271,0.108,0.743,131.04,254351,4
70,spotify:track:5CSEaABQkS1hoLza0IpK2r,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.801,0.856,0,-4.233,1,0.065,0.0984,6.62e-05,0.228,0.919,106.026,187006,4
71,spotify:track:1TaeNA6443E9MHtbGXV0s8,"Sunny Sunny (From ""Yaariyan"")",spotify:artist:7uIbLdzzSEqnX0Pkrb56cR,Yo Yo Honey Singh,75,"['filmi', 'hindi hip hop', 'modern bollywood']",Yo Yo Honey Singh Is Back,55,0.794,0.878,11,-7.502,0,0.078,0.00138,0.029,0.197,0.352,129.978,243319,4
72,spotify:track:6p56DuuwZQYSNgeB7fgRkZ,Dilliwaali Girlfriend,spotify:artist:4YRxDV8wJFPHPTeXepOstw,Arijit Singh,89,"['filmi', 'modern bollywood']",Best Of Sunidhi Chauhan,50,0.688,0.941,6,-5.23,0,0.0583,0.0811,2.89e-06,0.0697,0.909,138.047,260552,4
73,spotify:track:60uVumQU74E83X5dbLHKhN,High Rated Gabru,spotify:artist:5rQoBDKFnd1n6BkdbgVaRL,Guru Randhawa,68,"['filmi', 'modern bollywood']",High Rated Gabru,50,0.732,0.781,2,-2.98,0,0.0812,0.357,0.0,0.2,0.842,91.907,213933,4
74,spotify:track:0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")",spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']","Ghungroo (From ""War"")",71,0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,302935,4
75,spotify:track:25MPTnqXQB1H6OkwSYUXWx,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",spotify:artist:7uX1emIGgmfAgtHNRAK50Z,Ved Sharma,47,['desi pop'],"Malang (Title Track) [From ""Malang - Unleash The Madness""]",66,0.384,0.728,7,-6.503,0,0.0623,0.329,1.85e-05,0.329,0.311,156.396,287374,4
0,spotify:track:6h09y5UH6sDRERJALlaJPi,"Jeena Jeena (From ""Badlapur"")",spotify:artist:2oSONSC9zQ4UonDKnLqksx,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']","Jeena Jeena (From ""Badlapur"")",0,0.676,0.319,5,-9.201,1,0.0279,0.783,0.0,0.117,0.565,105.002,228969,4
1,spotify:track:00juIvfvPtZ0CfAMwEkHaV,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.662,0.31,1,-14.111,0,0.0347,0.833,0.861,0.108,0.212,117.965,161771,4
2,spotify:track:4KCbZcshgibfJSCAkg87Lv,Jag Ghoomeya,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']",Sultan,63,0.484,0.565,11,-7.954,1,0.0347,0.479,2.13e-06,0.105,0.607,82.653,281992,4
3,spotify:track:5genFTJG2lzL5FViLnImgv,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.246,0.332,0,-10.214,1,0.0313,0.856,0.000127,0.195,0.115,148.581,326539,3
4,spotify:track:44gvSP8Kpx6P7VSRHL9dN8,Pani Da Rang (Male),spotify:artist:7qHsapL39aTQsPhixtzVvy,Ayushmann Khurrana,64,"['filmi', 'modern bollywood']",Putumayo Presents Indian Groove,0,0.672,0.67,4,-7.257,0,0.0315,0.172,0.000198,0.197,0.533,98.032,239333,4
5,spotify:track:0rk2X5TAhraBC5aCIXK2Rq,Samjhawan,spotify:artist:2gXOOKY8mmJG6iwHrTq9gp,Jawad Ahmad,58,"['classic pakistani pop', 'modern bollywood', 'pakistani pop']",Samjhawan,70,0.651,0.482,4,-8.666,1,0.0281,0.293,0.0,0.0811,0.517,106.993,269185,4
6,spotify:track:4bD9z9qa4qg9BhryvYWB7c,Kabira,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Yeh Jawaani Hai Deewani,77,0.59,0.555,2,-6.861,1,0.0271,0.481,0.0,0.192,0.191,84.027,223460,4
7,spotify:track:73y649QhnXdcm6fRdvfraO,Abhi Mujh Mein Kahin,spotify:artist:5fvTHKKzW44A9867nPDocM,Ajay-Atul,66,['filmi'],Agneepath (Original Motion Picture Soundtrack),68,0.334,0.387,2,-9.483,1,0.0332,0.755,3.94e-05,0.113,0.42,129.959,364787,1
8,spotify:track:2vR23BjIzpLMtzsyKrM6Mb,Saiyyan,spotify:artist:4oVMLzAqW6qhRpZWt8fNw4,Kailash Kher,65,"['filmi', 'indian folk', 'modern bollywood', 'sufi']",Jhoomo Re,71,0.473,0.562,0,-8.624,1,0.0451,0.65,0.000117,0.12,0.316,74.653,343907,3
9,spotify:track:4BOYIpYF7zTYtAkpjoD687,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.539,0.551,8,-7.351,1,0.0361,0.651,0.0,0.124,0.556,75.899,286380,4
10,spotify:track:0rk2X5TAhraBC5aCIXK2Rq,Samjhawan,spotify:artist:2gXOOKY8mmJG6iwHrTq9gp,Jawad Ahmad,58,"['classic pakistani pop', 'modern bollywood', 'pakistani pop']",Samjhawan,70,0.651,0.482,4,-8.666,1,0.0281,0.293,0.0,0.0811,0.517,106.993,269185,4
11,spotify:track:4BTPzhEsyW3blWcxcuhLM0,Mitwa,spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,68,"['filmi', 'modern bollywood']",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),71,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,382973,4
12,spotify:track:0Bz7dfqPY4JOGZO3O1j8Wh,"Bulleya (From ""Ae Dil Hai Mushkil"")",spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],68,0.552,0.769,2,-4.504,0,0.0465,0.497,0.0,0.112,0.702,86.957,348966,4
13,spotify:track:4FeczSomVWVyU4FW7xDeAI,Tere Bina,spotify:artist:1mYsTxnqsietFxj1OgoGbG,A.R. Rahman,79,['filmi'],Guru (Original Motion Picture Soundtrack),70,0.744,0.7,2,-7.663,1,0.0375,0.278,0.000155,0.068,0.867,144.033,309640,4
14,spotify:track:0H2iJVgorRR0ZFgRqGUjUM,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],74,0.476,0.788,9,-4.821,0,0.0446,0.237,2.49e-05,0.106,0.746,90.066,289333,4
15,spotify:track:5MnAi6ZF7cE8pAz7wYr9Ta,Dil Diyan Gallan,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']",Tiger Zinda Hai,71,0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012,260537,4
16,spotify:track:0gRNu9dVzi5aC87AI1empZ,Jab Se Tere Naina,spotify:artist:554yyXUEFseU1dwvisHTik,Monty Sharma,53,"['filmi', 'modern bollywood']",Saawariya (Original Motion Picture Soundtrack),70,0.599,0.653,0,-7.576,0,0.122,0.362,0.0,0.144,0.678,79.968,284573,4
17,spotify:track:6fScgF2Y63ScU73nYju0ny,O Saathi,spotify:artist:2oSONSC9zQ4UonDKnLqksx,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']","O Saathi (From ""Baaghi 2"")",72,0.481,0.496,8,-7.421,1,0.0262,0.588,0.0,0.132,0.453,89.839,251819,4
18,spotify:track:2tjWCe2W7sgvS3C8NHcdtI,"Duniyaa (From ""Luka Chuppi"")",spotify:artist:6zZrFenNe3YPttxZsnQQs1,Akhil,63,"['desi hip hop', 'desi pop', 'punjabi pop']","Duniyaa (From ""Luka Chuppi"")",76,0.435,0.658,7,-5.949,0,0.0368,0.699,0.0,0.125,0.524,77.17,222501,4
19,spotify:track:4f5kLqyOJ5ZPnalEVMQrB2,"Tere Bin (From ""Simmba"")",spotify:artist:3OLGltG8UPIea8sA4w0yg0,Rahat Fateh Ali Khan,72,"['classic pakistani pop', 'filmi', 'modern bollywood', 'qawwali', 'sufi']","Tere Bin (From ""Simmba"")",66,0.649,0.716,7,-3.936,1,0.0384,0.268,4.51e-06,0.603,0.639,86.949,230948,4
20,spotify:track:0GQngE2rOYvlKwEQjTAsP8,Subhanallah,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Yeh Jawaani Hai Deewani,72,0.302,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904,249707,4
21,spotify:track:2VTUr7TWzOnBig59RYdCsC,"Gerua (From ""Dilwale"")",spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Arijit Singh - Ultimate Love Songs,50,0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458,345559,4
22,spotify:track:517bz7zkWELmyL4eZzJ5R9,"Galliyan (From ""Ek Villain"")",spotify:artist:0E02VcvA5p1ndkLdqWD5JB,Ankit Tiwari,65,"['filmi', 'modern bollywood']",Best Of Shraddha Kapoor,65,0.552,0.75,10,-5.215,0,0.039,0.445,7.37e-05,0.291,0.4,89.999,340400,4
23,spotify:track:2S6N9pbnkhQRyAx80HmF79,"Banjaara (From ""Ek Villain"")",spotify:artist:6QtJ6BVdj43aDpgjnVp2tY,Mohammed Irfan,61,"['filmi', 'modern bollywood']",Best Of Shraddha Kapoor,67,0.657,0.489,1,-6.829,0,0.0306,0.713,0.0,0.124,0.399,116.0,336567,4
24,spotify:track:1AXQ4ZCUueIfGGEYAdq9Pe,Tere Naina,spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,68,"['filmi', 'modern bollywood']",My Name Is Khan (Original Motion Picture Soundtrack),0,0.522,0.74,0,-7.018,1,0.0465,0.558,0.0,0.144,0.732,92.618,278547,4
25,spotify:track:3xF15SqY32Mno3UUMBirhU,Zehnaseeb,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']",Hasee Toh Phasee (Original Motion Picture Soundtrack),69,0.623,0.595,7,-6.342,1,0.0331,0.361,0.000136,0.353,0.418,78.029,217440,4
26,spotify:track:7qjPdb8WFUit028zS49TY6,Mera Mann-Yahin Hoon Main,spotify:artist:7qHsapL39aTQsPhixtzVvy,Ayushmann Khurrana,64,"['filmi', 'modern bollywood']",Latest Songs Of Ayushmann Khurrana,49,0.594,0.376,8,-9.528,1,0.0272,0.611,3.02e-06,0.119,0.333,96.41,242972,4
27,spotify:track:5PvwPy5eRO8BPwpRzCHK3D,Sunn Raha Hai,spotify:artist:0E02VcvA5p1ndkLdqWD5JB,Ankit Tiwari,65,"['filmi', 'modern bollywood']",Aashiqui 2,72,0.394,0.641,0,-6.493,0,0.0312,0.276,0.0,0.0958,0.335,81.932,390223,4
28,spotify:track:5upmbnXemLfPvs3d2eyHml,Sajdaa,spotify:artist:0L5GV6LN8SWWUWIdBbTLTZ,Shankar-Ehsaan-Loy,68,"['filmi', 'modern bollywood']",My Name Is Khan (Original Motion Picture Soundtrack),0,0.468,0.737,8,-7.274,1,0.0765,0.726,0.00272,0.0655,0.572,79.448,365707,4
29,spotify:track:1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")",spotify:artist:5wJ1H6ud777odtZl5gG507,Vishal Mishra,74,"['desi pop', 'filmi', 'modern bollywood']","Kaise Hua (From ""Kabir Singh"")",74,0.385,0.464,2,-6.975,1,0.0404,0.452,0.0,0.109,0.15,137.839,234722,4
30,spotify:track:1We89SAonMk70QBbfXERxa,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.62,0.627,7,-6.187,1,0.0307,0.497,0.0,0.133,0.557,82.008,226941,4
31,spotify:track:2Fv2injs4qAm8mJBGaxVKU,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",spotify:artist:4YRxDV8wJFPHPTeXepOstw,Arijit Singh,89,"['filmi', 'modern bollywood']","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",76,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368,284780,4
32,spotify:track:4JQxGJ8jsKW8pOUVoAgOZr,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.845,0.659,9,-6.348,1,0.0373,0.159,0.0129,0.0782,0.547,125.965,210952,4
33,spotify:track:7aE1lfskJLMHQnzCCP1zsV,"Humsafar (From ""Badrinath Ki Dulhania"")",spotify:artist:3TOhzLRYnkkul71yRBxIoM,Akhil Sachdeva,59,"['desi pop', 'filmi', 'modern bollywood']",Best Of Akhil Sachdeva,65,0.319,0.552,7,-6.401,1,0.0307,0.719,0.0,0.144,0.221,93.991,268463,4
34,spotify:track:7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Jab We Met,78,0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.015,321225,4
35,spotify:track:3iP6FDxr7k36zqSDscqZW7,"Agar Tum Saath Ho (From ""Tamasha"")",spotify:artist:4ShCrQz2sVNTVCU3z60pLF,BollyKex,0,[],"Agar Tum Saath Ho (From ""Tamasha"")",0,0.533,0.498,3,-9.126,1,0.0351,0.552,0.000409,0.191,0.427,122.869,341121,4
36,spotify:track:2IoZMG3RqiTmsy7Li3zGFg,"Mere Sohneya (From ""Kabir Singh"")",spotify:artist:6WOdPJmexxFINcKMkP2jMG,Sachet Tandon,73,"['desi pop', 'filmi', 'modern bollywood']","Mere Sohneya (From ""Kabir Singh"")",72,0.376,0.643,9,-5.713,1,0.0411,0.558,0.0,0.217,0.646,136.224,193356,5
37,spotify:track:0Iz4CkptElGHo16r797Jsb,"Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",spotify:artist:2oSONSC9zQ4UonDKnLqksx,Atif Aslam,75,"['classic pakistani pop', 'filmi', 'modern bollywood', 'sufi']","Dekhte Dekhte (From ""Batti Gul Meter Chalu"")",53,0.799,0.828,9,-4.846,0,0.0782,0.424,0.0,0.145,0.627,105.04,256271,4
38,spotify:track:3bZPdEskcnMdepwCaDSJRl,Bin Tere,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,Vishal-Shekhar,75,"['filmi', 'modern bollywood']",I Hate Luv Storys (Original Motion Picture Soundtrack),64,0.585,0.698,9,-6.261,1,0.0392,0.42,3.59e-06,0.363,0.621,139.831,330360,4
39,spotify:track:1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")",spotify:artist:6WOdPJmexxFINcKMkP2jMG,Sachet Tandon,73,"['desi pop', 'filmi', 'modern bollywood']","Bekhayali (From ""Kabir Singh"")",70,0.308,0.585,9,-5.18,0,0.0428,0.45,0.0,0.319,0.345,171.843,371791,3
40,spotify:track:0zuqABAUKs8WLVq8vCmfst,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.456,0.668,9,-7.795,0,0.0373,0.604,0.000145,0.141,0.263,144.062,218724,4
41,spotify:track:0l6g8Z8mqGbGXFOjigYetD,Hawayein,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Jab Harry Met Sejal (Original Motion Picture Soundtrack),74,0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961,289999,4
42,spotify:track:2si0ZNx4yRbggTvrIom8A2,Paniyon Sa,spotify:artist:3dN9MQpjIyNxyeRfz4EDZe,Rochak Kohli,71,"['desi pop', 'modern bollywood']","Paniyon Sa (From ""Satyameva Jayate"")",70,0.523,0.768,0,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03,236240,4
43,spotify:track:5X5db3FrBOHbibrFKA02MQ,"Chashni (From ""Bharat"")",spotify:artist:4FJhE5ToBQGzOGf0D5Xd1C,Abhijeet Srivastava,52,"['desi pop', 'modern bollywood']","Chashni (From ""Bharat"")",67,0.756,0.52,6,-8.642,1,0.0341,0.495,0.0,0.0901,0.684,119.92,265995,4
44,spotify:track:7txLCGOXyDlDXTjtR1Sk4v,Tu Jo Mila,spotify:artist:1wRPtKGflJrBx9BmLsSwlU,Pritam,86,"['filmi', 'indian instrumental', 'modern bollywood']",Bajrangi Bhaijaan,68,0.576,0.591,0,-7.725,1,0.0332,0.795,6.85e-05,0.266,0.478,124.013,242864,4
45,spotify:track:4OcvkkpF3xmyCGGY5IBlgi,"Tera Ban Jaunga (From ""Kabir Singh"")",spotify:artist:3TOhzLRYnkkul71yRBxIoM,Akhil Sachdeva,59,"['desi pop', 'filmi', 'modern bollywood']",Best Of Akhil Sachdeva,67,0.605,0.53,11,-6.346,1,0.0246,0.822,0.0,0.131,0.399,93.951,236437,4
46,spotify:track:0mJTAdmY8olbGQjopDYff3,Vaaste,spotify:artist:1OPqAyxsQc8mcRmoNBAnVk,Dhvani Bhanushali,67,"['desi pop', 'filmi', 'modern bollywood']",Vaaste,70,0.444,0.479,5,-5.586,1,0.0436,0.454,0.0,0.095,0.315,89.892,196044,4
47,spotify:track:52itZ0w0CydihB2JCZEIft,Pee Loon,spotify:artist:5GnnSrwNCGyfAU4zuIytiS,Mohit Chauhan,73,"['filmi', 'modern bollywood']",Once Upon A Time In Mumbaai,70,0.656,0.721,8,-5.064,1,0.0364,0.277,0.000139,0.188,0.883,83.95,285687,4
48,spotify:track:7ltu5scschhmNWp5rp8rVF,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.65,0.551,0,-6.906,1,0.0274,0.405,0.0,0.219,0.294,102.934,223999,4
49,spotify:track:189DQylImZ1hGZaIpAQUzx,Moh Moh Ke Dhaage (Male),spotify:artist:71hjb5G92mGoKRSAW3Cj00,Anu Malik,61,"['filmi', 'modern bollywood']",Dum Laga Ke Haisha,59,0.634,0.344,2,-11.011,1,0.0288,0.741,6.09e-05,0.111,0.409,128.0,322900,4
50,spotify:track:5H3z9m3njodfExlWBeaFg7,"Mere Naam Tu (From ""Zero"")",spotify:artist:27rK4pP0VMqWiRe7pamKe5,Abhay Jodhpurkar,55,['modern bollywood'],"Mere Naam Tu (From ""Zero"")",54,0.382,0.398,1,-10.026,0,0.0369,0.699,0.000207,0.111,0.315,179.697,338593,3
51,spotify:track:6E7P1uT2afeor2t6wR2y2r,Filhall,spotify:artist:56SjZARoEvag3RoKWIb16j,B Praak,74,"['desi pop', 'filmi']",Filhall,0,0.525,0.659,0,-4.14,0,0.0558,0.605,0.0,0.134,0.586,79.911,255000,4
52,spotify:track:6pAxIzqpaQ0EZQaz2Vtryj,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.63,0.495,1,-9.596,1,0.0291,0.477,1.89e-06,0.134,0.367,126.993,255375,4
53,spotify:track:2a30PoKnXFqSXd8wEHFJSB,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.769,0.78,0,-6.032,1,0.0369,0.358,0.0,0.0713,0.949,112.988,183587,4
54,spotify:track:4hIjBOo76XUsRz1BrYJNbY,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.578,0.396,2,-7.655,1,0.0273,0.0973,2.82e-06,0.108,0.165,103.98,232829,4
55,spotify:track:1ZH13AQsZSKWrAqQkroGdl,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.669,0.41,0,-10.665,1,0.0315,0.742,0.0,0.103,0.317,122.951,209259,4
56,spotify:track:3s6ltUrI93LBKU8taezsLn,Magic in the Air (feat. Ahmed Chawki),spotify:artist:6MvRVq0CtpQQlwnIiszV8F,Magic System,58,"['afropop', 'french pop', 'zouglou']",Africainement vôtre,71,0.621,0.907,2,-3.923,1,0.0474,0.091,0.0,0.067,0.884,128.056,233693,4
57,spotify:track:5EYZZvmNAH5VZCwuzYJqoA,Chand Sifarish,spotify:artist:4YgUVg4p7xtMOrOS4GjiJZ,Jatin-Lalit,66,"['afghan pop', 'chutney', 'classic bollywood', 'filmi', 'modern bollywood']",Fanaa,73,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,275931,4
58,spotify:track:3GrCQPpKqKzOcKfMAoqn82,"Bolna (From ""Kapoor & Sons (Since 1921)"")",spotify:artist:4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,76,"['desi pop', 'filmi', 'modern bollywood']","Bolna (From ""Kapoor & Sons (Since 1921)"")",68,0.488,0.403,5,-7.005,1,0.0272,0.598,4.28e-06,0.434,0.497,131.489,212832,3
59,spotify:track:6vo7Y1iWyZvpjvFbf6BiZ5,,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,,0,[],,0,0.57,0.55,10,-8.343,1,0.035,0.524,3.73e-05,0.0921,0.435,117.999,311186,4
60,spotify:track:3oKuEvvclPj25AifUVoKxS,"Tum Hi Ho (From ""Aashiqui 2"")",spotify:artist:4YRxDV8wJFPHPTeXepOstw,Arijit Singh,89,"['filmi', 'modern bollywood']",Loveholic Arijit Singh,63,0.528,0.449,5,-6.25,0,0.025,0.785,0.0,0.122,0.317,94.058,261974,4
