,Track URI,Track Name,Artist URI,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Time Signature
0,spotify:track:1CljcFs9C5K3V7esJYGTTu,Tumse Milkar Na Jane,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Pyar Jhukta Nahin,52,0.37,0.54,1,-9.553,1,0.0378,0.953,0.593,0.594,0.731,102.032,412337,4
1,spotify:track:2e0lcTA6Je5qaFuF5HMG8x,Hum Tum Dono Jab Mil Jayen,spotify:artist:2ae6PxICSOZHvjqiCcgon8,S. P. Balasubrahmanyam,77,['filmi'],Ek Duuje Ke Liye (Original Motion Picture Soundtrack),30,0.387,0.659,10,-10.194,1,0.0573,0.683,8.58e-06,0.385,0.566,92.731,335283,4
2,spotify:track:02zPo0Dt0R4TTFY5zLJZnK,Neele Neele Ambar Par - Male Version,spotify:artist:7pWXlTjky0KXWgbdZi9ebq,Kalyanji-Anandji,59,"['classic bollywood', 'filmi']",Kalaakaar (Original Motion Picture Soundtrack),68,0.562,0.696,0,-7.612,1,0.0397,0.628,0.0,0.172,0.722,93.801,320000,4
3,spotify:track:0dUbhFM18NyBDDpiktEQLk,Ae Mere Humsafar,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Qayamat Se Qayamat Tak,67,0.436,0.499,7,-12.909,0,0.0356,0.499,5.01e-05,0.308,0.551,103.104,355840,4
4,spotify:track:19LAzJUBAOzZtpw1h3J1YP,"Yeh Vaada Raha - From ""Yeh Vaada Raha""",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Yeh Vaada Raha (Original Motion Picture Soundtrack),63,0.54,0.65,0,-6.554,1,0.0382,0.643,0.000123,0.123,0.635,72.52,409333,4
5,spotify:track:3ljq4qJwL7GgiFy3V4QENG,"Janu Meri Jaan - From ""Shaan""",spotify:artist:0gXDpqwYNDODn7fB0RDN8J,Mohammed Rafi,68,"['classic bollywood', 'filmi']",Mohammed Rafi Hits,45,0.492,0.486,9,-10.32,1,0.0558,0.673,6.24e-06,0.238,0.783,134.353,426507,4
6,spotify:track:5k38rm1bPeiKG6D12s4XoN,Yaar Bina Chain Kanha Ray,spotify:artist:2jqTyPt0UZGrthPF4KMpeN,Bappi Lahiri,57,"['classic bollywood', 'filmi', 'modern bollywood']",Saaheb (Original Motion Picture Soundtrack),61,0.82,0.517,4,-10.995,1,0.0425,0.615,0.00081,0.494,0.961,131.212,273551,4
7,spotify:track:4Y92n8PLBev9d7ojEZCVbi,Agar Tum Na Hote - Male Version,spotify:artist:2JSYASbWU5Y0fVpts3Eq7g,R. D. Burman,71,"['chutney', 'classic bollywood', 'filmi']",Agar Tum Na Hote (Original Motion Picture Soundtrack),59,0.617,0.684,5,-5.57,0,0.0341,0.542,0.000172,0.118,0.77,124.945,249383,4
8,spotify:track:1qQpPLrf24dlipQw32Oo0b,Jaan - E - Jigar Jaaneman,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Aashiqui,57,0.41,0.72,7,-7.675,0,0.0476,0.827,0.00123,0.338,0.728,82.133,312440,4
9,spotify:track:04Erz9shwLnOL55apcDEAG,Kisi Nazar Ko Tera Intezar,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Aitbaar,54,0.463,0.523,10,-8.359,0,0.0324,0.811,0.0,0.0992,0.5,93.051,404107,4
10,spotify:track:2IBgWgpm2azZaWMJFyaRFy,Kate Nahin Kat Te,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Mr. India,57,0.569,0.55,8,-10.342,1,0.0702,0.589,0.0,0.0931,0.495,131.082,397693,4
11,spotify:track:27tGgkVwcQIMyfzstOHjgq,Main Teri Mohabbat Mein - 1,spotify:artist:3vXBH4XwXSLM1YIrRBt98k,Mohammed Aziz,59,"['classic bollywood', 'filmi']",Tridev,53,0.484,0.659,6,-10.473,0,0.0426,0.594,3.69e-05,0.128,0.787,79.481,293813,4
12,spotify:track:7pgrtaEuvl8zpBC80CDKYS,Gazab Ka Hai Din,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Qayamat Se Qayamat Tak,56,0.526,0.278,7,-14.456,1,0.0392,0.873,0.000762,0.111,0.649,150.16,266720,4
13,spotify:track:0Zi7sEsBzNZXPb39JzurlN,Roj Roj Aankhon Tale,spotify:artist:2JSYASbWU5Y0fVpts3Eq7g,R. D. Burman,71,"['chutney', 'classic bollywood', 'filmi']",Jeeva (Original Motion Picture Soundtrack),54,0.467,0.451,0,-8.15,0,0.0287,0.88,0.00028,0.187,0.351,86.036,479687,4
14,spotify:track:6kagFuQmw7UtUkbVHNEuYl,"Zeehale Muskin - From ""Ghulami""",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Ghulami (Original Motion Picture Soundtrack),53,0.496,0.58,11,-11.055,0,0.0468,0.897,0.000469,0.176,0.806,133.11,446280,4
15,spotify:track:78Cjk45CY6VO1kTlPUlOUM,"Hoga Tumse Pyara Kaun - From ""Zamaane Ko Dikhana Hai""",spotify:artist:2lgp536k08u3n6rgIW0lNf,Shailendra Singh,50,"['classic bollywood', 'filmi']",Zamaane Ko Dikhana Hai (Original Motion Picture Soundtrack),53,0.559,0.344,10,-10.784,1,0.0315,0.552,0.0,0.197,0.611,89.701,280360,4
16,spotify:track:4wTCkMHovw8OQ9xs3sjaWM,Jeena Nahi,spotify:artist:5l1aGNGCRGomCMHVufh6xC,Amit Kumar,58,"['classic bollywood', 'filmi']",Tezaab,53,0.432,0.557,10,-10.139,0,0.0335,0.863,0.00857,0.288,0.534,103.32,477227,4
17,spotify:track:2zGiBYiOIbioKAJgV3D2TZ,Aaj Phir Tum Pe,spotify:artist:4Qpbhxe0sO2zhvUVfODdZw,Pankaj Udhas,58,"['classic bollywood', 'filmi', 'ghazal']",Dayavan,53,0.436,0.619,10,-11.49,0,0.0528,0.739,1.94e-05,0.0695,0.668,87.631,398760,4
18,spotify:track:4nYyVWQbqvfRrElJGvg82f,Pyar Kabhi Kam Nahi Karna,spotify:artist:2jqTyPt0UZGrthPF4KMpeN,Bappi Lahiri,57,"['classic bollywood', 'filmi', 'modern bollywood']",Prem Pratigyaa,51,0.411,0.561,7,-8.887,1,0.0376,0.629,0.000203,0.196,0.552,85.714,432613,4
19,spotify:track:4EWCkL6rAYxOUvXLtcWfKI,"Hothon Se Chhu Lo Tum - From ""Prem Geet""",spotify:artist:2ijWbN5KykTYiBoVmhzCTU,Jagjit Singh,62,"['classic bollywood', 'filmi', 'ghazal', 'hare krishna', 'sufi']",Prem Geet (Original Motion Picture Soundtrack),50,0.572,0.383,0,-10.937,1,0.0259,0.79,7.04e-05,0.0857,0.592,99.047,294067,4
20,spotify:track:5PvtqSrQReayzAsmMO9SsV,"Har Kisiko Nahin Milta Yahan Pyar - From ""Janbaaz""",spotify:artist:46G071hFAw7UtxmsjQEa8p,Manhar,35,[],Janbaaz (Original Motion Picture Soundtrack),49,0.466,0.72,9,-10.375,1,0.0843,0.0154,0.227,0.22,0.689,104.829,296693,4
21,spotify:track:6n0NFA0iMllFoM2cNCxQcy,"Dillagi Ne Di Hawa - From ""Dostana""",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Dostana (Original Motion Picture Soundtrack),49,0.442,0.696,5,-6.878,1,0.0569,0.792,8.3e-06,0.395,0.624,86.258,354533,4
22,spotify:track:3YOWyqQrUPaVn0jxUFqYZb,Akele Hain To Kya Gam Hai,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Qayamat Se Qayamat Tak,55,0.398,0.355,4,-12.434,0,0.0305,0.512,4.09e-05,0.146,0.634,143.147,357787,4
23,spotify:track:5pqYCdrseet7xqaRoX9oe3,Jaane Kya Baat Hai,spotify:artist:2JSYASbWU5Y0fVpts3Eq7g,R. D. Burman,71,"['chutney', 'classic bollywood', 'filmi']",Sunny (Original Motion Picture Soundtrack),48,0.436,0.578,11,-4.747,0,0.0301,0.842,2.03e-05,0.738,0.52,117.669,328758,4
24,spotify:track:0SKjyWMX4fXxyVXkgGhdVM,"Hum Tumhen Chahte Hain - From ""Qurbani""",spotify:artist:20LxVmOnMzPm716JTA7XKi,Kanchan,45,"['chutney', 'classic bollywood', 'filmi']",Qurbani (Original Motion Picture Soundtrack),48,0.473,0.437,5,-10.944,1,0.0353,0.654,7.12e-05,0.0684,0.587,95.523,436027,4
25,spotify:track:54R9VtxNwxqVTX1rQAmQt9,"Kya Dekhte Ho - From ""Qurbani""",spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Qurbani (Original Motion Picture Soundtrack),48,0.345,0.402,4,-9.44,0,0.0302,0.82,0.000361,0.0909,0.545,148.295,277933,3
26,spotify:track:5OojC7UVlBHMIRQ2JS5TBv,Jano Meri Jano,spotify:artist:2jqTyPt0UZGrthPF4KMpeN,Bappi Lahiri,57,"['classic bollywood', 'filmi', 'modern bollywood']",Satyamev Jayate,49,0.385,0.462,11,-11.489,0,0.0346,0.453,3.41e-05,0.0919,0.581,81.964,406573,4
27,spotify:track:7vtl49gWCvqep228IJVHRl,"Dilbar Mere - From ""Satte Pe Satta""",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Satte Pe Satta (Original Motion Picture Soundtrack),49,0.383,0.585,5,-7.696,0,0.0445,0.761,0.0,0.114,0.8,180.735,287027,3
28,spotify:track:6WXzd4sLgTRu4YLRikRHbU,Yeh Tera Ghar Yeh Mera Ghar,spotify:artist:2ijWbN5KykTYiBoVmhzCTU,Jagjit Singh,62,"['classic bollywood', 'filmi', 'ghazal', 'hare krishna', 'sufi']",Saath Saath,47,0.668,0.626,7,-7.304,1,0.0307,0.51,0.0,0.337,0.8,119.407,314133,3
29,spotify:track:3eqliprEfFbQv7tSYxAmnQ,Mere Pyar Ki Umar Ho Itnee Sanam,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Waaris,47,0.432,0.341,10,-13.099,1,0.0469,0.839,2.35e-06,0.0918,0.739,81.507,380533,4
30,spotify:track:1DR9GU5lD7sq8TMUcCbFdm,"Maine Poochha Chand Se - From ""Abdullah""",spotify:artist:0gXDpqwYNDODn7fB0RDN8J,Mohammed Rafi,68,"['classic bollywood', 'filmi']",Abdullah (Original Motion Picture Soundtrack),47,0.467,0.379,1,-10.21,1,0.0317,0.629,0.0,0.0759,0.322,129.805,309080,3
31,spotify:track:1vppbacJniMi2UlctC547i,Main Teri Hoon Janam,spotify:artist:1HGMG8RHvcu1mfdM9MeTek,Sadhana Sargam,68,"['classic bollywood', 'filmi', 'hare krishna']",Khoon Bhari Maang (Original Motion Picture Soundtrack),44,0.631,0.572,6,-10.422,1,0.0382,0.395,0.0212,0.0736,0.672,138.125,290387,4
32,spotify:track:3BgEcK8ozV3ravPQh6we71,"Puchho Na Yaar Kya Hua - From ""Zamaane Ko Dikhana Hai""",spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Zamaane Ko Dikhana Hai (Original Motion Picture Soundtrack),44,0.573,0.493,5,-10.553,1,0.0349,0.791,0.00138,0.18,0.674,102.576,368640,4
33,spotify:track:2UJL09jivMAcd6R0Oxv98o,Woh Kehte Hain Ham Se,spotify:artist:4ec676jWgAuvEZZg0y7dBy,Nitin Mukesh,51,"['classic bollywood', 'filmi']",Dariya Dil (Original Motion Picture Soundtrack),43,0.579,0.693,11,-9.583,0,0.0504,0.423,1.38e-05,0.0977,0.63,105.493,329240,4
34,spotify:track:1o9XGfmelBzG1mlTRs1OLI,"Humen Tumse Pyar Kitna (From ""Kudrat"") - Male Vocals",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Krazy Kishore,43,0.613,0.308,9,-14.5,0,0.0395,0.763,0.00434,0.32,0.568,125.239,241027,4
35,spotify:track:3Bw1pkQRvDeS7Z58A42BDx,Aao Mil Jaye - Prem Geet / Soundtrack Version,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Prem Geet (Original Motion Picture Soundtrack),42,0.688,0.35,10,-13.403,1,0.0374,0.72,5.93e-05,0.177,0.688,118.928,293160,3
36,spotify:track:4SVLJYv9gJQgFhtJdW3TEX,Tum Itna Jo Muskura Rahe Ho,spotify:artist:2ijWbN5KykTYiBoVmhzCTU,Jagjit Singh,62,"['classic bollywood', 'filmi', 'ghazal', 'hare krishna', 'sufi']",Arth (Original Motion Picture Soundtrack),47,0.374,0.331,4,-12.652,1,0.0322,0.352,1.46e-05,0.178,0.594,171.381,321311,4
37,spotify:track:2L1zsCRbCICNlHf5PgdBZi,Aye Kash Tum Kehdo Kabhi,spotify:artist:3gBKY0y3dFFVRqicLnVZYz,Alka Yagnik,79,"['filmi', 'hare krishna', 'modern bollywood']",Ghar Ka Chiraag (Original Motion Picture Soundtrack),41,0.495,0.526,5,-10.349,0,0.0344,0.194,5.53e-06,0.149,0.693,121.533,587000,4
38,spotify:track:4CxanJfXYXqRxu2Yma7NGU,Kya Yahi Pyar Hai,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Lata Mangeshkar Most Loved Songs,43,0.665,0.347,7,-11.93,0,0.0263,0.41,0.0,0.131,0.582,102.604,384415,4
39,spotify:track:34VMY5oNAOWXFnC0pfwwhc,Chupke Chupke Raat Din Aansoon Bahanayaad Hai,spotify:artist:62mCohf6aiF3nryWghwCxM,Ghulam Ali,50,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'sufi']",Chupke Chupke Raat Din and Other Hits,41,0.57,0.288,10,-16.153,0,0.0351,0.958,0.453,0.0817,0.72,131.731,469907,4
40,spotify:track:45A5ewaDNmoZltJgLY8DTN,Mere Rang Mein Rangne Wali,spotify:artist:2ae6PxICSOZHvjqiCcgon8,S. P. Balasubrahmanyam,77,['filmi'],Maine Pyar Kiya (Original Motion Picture Soundtrack),40,0.548,0.347,7,-14.7,0,0.0362,0.771,0.00175,0.124,0.498,117.75,414213,4
41,spotify:track:5IaTFrbQzBb5buXeaZMfL8,Yaad Aa Raha Hai,spotify:artist:2jqTyPt0UZGrthPF4KMpeN,Bappi Lahiri,57,"['classic bollywood', 'filmi', 'modern bollywood']",Disco Dancer (Original Motion Picture Soundtrack),39,0.758,0.578,3,-11.34,1,0.0522,0.00982,0.0,0.0881,0.774,133.813,382407,4
42,spotify:track:3gswh53IuhxUWWs2bzrPMc,"Maar Gayi Mujhe Teree Judaai - From ""Judaai""",spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Judaai (Original Motion Picture Soundtrack),40,0.526,0.797,8,-7.604,0,0.0772,0.624,2.78e-05,0.212,0.684,121.984,338227,4
43,spotify:track:6oMBn9FGlLyzDUjkux1RQQ,"Dard-E-Dil Dard-E-Jigar (From ""Karz"")",spotify:artist:0gXDpqwYNDODn7fB0RDN8J,Mohammed Rafi,68,"['classic bollywood', 'filmi']",Memoirically - Mohammed Rafi,36,0.362,0.618,7,-7.679,1,0.0709,0.291,0.0,0.395,0.336,101.354,417240,4
44,spotify:track:0gEz6mxMzVNSpclV0kRzO3,Aur Is Dil Mein - Duet,spotify:artist:0w4e7HVbqAHFPN6VkIlvhe,Suresh Wadkar,61,"['bhajan', 'classic bollywood', 'filmi', 'garhwali pop', 'hare krishna']",Imaandaar (Original Motion Picture Soundtrack),34,0.503,0.684,11,-6.491,1,0.0343,0.625,0.0,0.0824,0.63,87.569,357500,4
45,spotify:track:4czFVsqxqpe3kff8DdzQb0,"Huzur Is Kadar (From ""Masoom"")",spotify:artist:4FMGD43a8aLM0LRKXDSXne,Bhupinder Singh,48,"['classic bollywood', 'filmi', 'marathi devotional']",The Enigma R. D. Burman,34,0.587,0.552,7,-9.122,0,0.0407,0.586,1.07e-05,0.537,0.32,120.259,232120,3
46,spotify:track:6OBnmsS9w6mdYmEgxwc2BG,"Tum Ko Dekha To Yeh Khayal Aaya (From ""Saath Saath"")",spotify:artist:2ijWbN5KykTYiBoVmhzCTU,Jagjit Singh,62,"['classic bollywood', 'filmi', 'ghazal', 'hare krishna', 'sufi']",Music Therapy - Soulful Music,45,0.354,0.272,2,-13.642,1,0.0295,0.907,0.612,0.0848,0.263,90.566,291067,4
47,spotify:track:6eu75OSNNFbQncfV3jbJ3a,"Dekha Ek Khwab (From ""Silsila"")",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Diamonds Forever - Lata Mangeshkar,42,0.368,0.299,6,-14.557,0,0.0588,0.941,0.00402,0.423,0.383,147.385,320733,3
48,spotify:track:7MCtS3tBDn9i2rFuu4kpj4,Nazar Se Phool Chunti Hai - Ahista Ahista / Soundtrack Version,spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']",Ahista Ahista (Original Motion Picture Soundtrack),37,0.49,0.442,4,-11.39,1,0.0329,0.22,0.0,0.149,0.594,78.723,345107,4
49,spotify:track:0kVVATky8S0gAwW06ADvTF,Too Mera Hero Hai,spotify:artist:4hkB2bR5ek6lJChj6aunCn,Anuradha Paudwal,69,"['bhajan', 'classic bollywood', 'filmi', 'ghazal', 'hare krishna']",Hero (Original Motion Picture Soundtrack),33,0.409,0.407,9,-17.51,0,0.036,0.72,4.86e-06,0.0827,0.578,82.769,489293,4
50,spotify:track:7u8CYDdyxcvNm4DK8K67N4,Kaun Disha Mein Leke Chala,spotify:artist:0vOHNs0vuZmA3M0oui0wZM,Jaspal Singh,40,"['bhojpuri pop', 'classic bollywood', 'classic punjabi pop']",Nadiya Ke Paar (Original Motion Picture Soundtrack),31,0.448,0.528,7,-10.405,0,0.0534,0.649,0.0,0.164,0.751,88.924,412080,4
51,spotify:track:6ik6HN8VjqnTp6uSZppHg5,Dil Ki Yeh Arzoo Thi,spotify:artist:6MoG33ssSzwwE3YJS4e6hu,Mahendra Kapoor,50,"['classic bollywood', 'filmi']",Nikaah (Original Motion Picture Soundtrack),27,0.586,0.328,3,-12.457,1,0.0369,0.872,0.0,0.101,0.598,103.454,342147,4
52,spotify:track:7d551wYFU3youlKuJ7Ihz8,Tu Is Tarah Se Mere Zindagi Main,spotify:artist:0gXDpqwYNDODn7fB0RDN8J,Mohammed Rafi,68,"['classic bollywood', 'filmi']",Aap To Aise Na The (Original Motion Picture Soundtrack),35,0.448,0.467,9,-12.848,1,0.0314,0.71,1.9e-05,0.139,0.665,98.169,394853,4
53,spotify:track:0akiys9MCUxo5dbilAUZyZ,"Zindagi Milke Bitayenge - Happy Version / From ""Satte Pe Satta""",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Satte Pe Satta (Original Motion Picture Soundtrack),43,0.53,0.699,1,-7.282,1,0.0639,0.393,0.0,0.0636,0.711,118.362,270347,4
54,spotify:track:4c6NvwVDSQZ3XSQbJOgyOn,"Chhu Kar Mere Manko - From ""Yaarana""",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Kishore Kumar Most Loved Hits 2023,41,0.36,0.604,4,-8.344,1,0.0377,0.719,1.64e-05,0.204,0.479,139.102,252520,4
55,spotify:track:4b8w5Bezr8xVwXjEC203xo,"Saagar Jaisi Aankhonwali - From ""Saagar""",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Kishore Kumar Most Loved Hits 2023,40,0.551,0.47,9,-8.698,0,0.0313,0.545,0.0,0.161,0.386,111.796,302147,4
56,spotify:track:4aZ428dOn67xa2i02kDmru,"Yeh Kahan Aa Gaye Hum (From ""Silsila"")",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Masterworks Lata Mangeshkar,40,0.371,0.297,7,-14.291,1,0.0349,0.825,8.86e-05,0.197,0.319,100.426,474907,4
57,spotify:track:2NCuAdXrj6N6638xIzsWy6,Jab Chaha Yara Tumne,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Zabardast,39,0.65,0.867,2,-4.067,1,0.0399,0.49,1.86e-05,0.0535,0.885,94.246,267460,4
58,spotify:track:6qKo7kJKuKn9i6iwv8HoCB,"Aisa Kabhie Hua Nahin - From ""Yeh Vaada Raha""",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Yeh Vaada Raha (Original Motion Picture Soundtrack),38,0.471,0.517,8,-7.753,1,0.0309,0.765,1.57e-06,0.102,0.665,117.797,313267,4
59,spotify:track:6blnFi2QWy5Xnv9jwPnLfx,Tere Mere Honthon Pe,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Chandni (Original Motion Picture Soundtrack),38,0.262,0.419,6,-17.099,1,0.041,0.807,1.08e-05,0.0932,0.356,73.918,333200,3
60,spotify:track:6eVk7jmEp8aObKsjZwkaCe,Intaha Ho Gai Intezar Ki,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Sharaabi (Original Motion Picture Soundtrack),38,0.399,0.509,4,-11.425,0,0.0725,0.786,0.000216,0.79,0.406,138.679,529733,4
61,spotify:track:1Eu8k38S6dFMuool5amlmR,"Wada Na Tod - From ""Dil Tujhko Diya""",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Dil Tujhko Diya (Original Motion Picture Soundtrack),38,0.448,0.579,5,-9.756,1,0.0738,0.633,0.00528,0.135,0.858,163.429,361293,4
62,spotify:track:3FiElaRqQKtWz8kf4ScZES,O Yaara,spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Kaash (Original Motion Picture Soundtrack),38,0.308,0.645,7,-10.008,0,0.0517,0.731,0.000569,0.144,0.569,86.624,428360,4
63,spotify:track:4DFXphvlz8VkwLba2Demi3,"Hum Tumse Mile - From ""Rocky""",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",The Legend Forever - Lata Mangeshkar - Vol.2,38,0.559,0.882,10,-2.434,1,0.0527,0.584,4.56e-06,0.276,0.647,98.606,359747,4
64,spotify:track:2wHf9UWdckTnMFwQQ70N5b,"Tune O Rangeele (From ""Kudrat"")",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Diamonds Forever - Lata Mangeshkar,37,0.659,0.368,4,-12.404,1,0.037,0.922,0.000285,0.152,0.765,117.241,212667,4
65,spotify:track:4GPR2blOOTmvo1cW2rTM7J,"Aye-Dil-E-Nadan, Pt. 1",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Razia Sultan (Original Motion Picture Soundtrack),36,0.604,0.344,6,-11.941,1,0.0326,0.795,2.82e-06,0.083,0.407,100.987,339067,1
66,spotify:track:6X63Vw09yGkwXqdoNZVlDY,"Kitne Bhi Tu Karle Sitam - From ""Sanam Teri Kasam""",spotify:artist:5as8A4G47Ohu9NSWs3Je8U,Asha Bhosle,70,"['chutney', 'classic bollywood', 'filmi']","The Golden Melodies, Vol. 2",33,0.529,0.632,7,-5.744,1,0.0291,0.606,0.0,0.0461,0.795,134.921,270347,4
67,spotify:track:1pn0wX6ko9xwhfp3IaEc8z,Sun Sahiba Sun,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Ram Teri Ganga Maili (Original Motion Picture Soundtrack),32,0.474,0.68,5,-5.629,1,0.095,0.737,0.0,0.134,0.679,151.327,314050,4
68,spotify:track:5Vh6jVXA7KjtbXkXgjBEtX,"Are Jane Kaise Kab Kahan Iqrar (From ""Shakti"")",spotify:artist:0GF4shudTAFv8ak9eWdd4Y,Kishore Kumar,73,"['classic bollywood', 'filmi']",Diamonds Forever - Lata Mangeshkar,32,0.498,0.455,7,-10.093,1,0.0361,0.553,0.0,0.121,0.533,127.683,323326,4
69,spotify:track:0yAQlClR4gowlIc9teLejk,Jab Hum Jawan Honge,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Betaab (Original Motion Picture Soundtrack),30,0.563,0.45,1,-11.361,0,0.0473,0.785,2.35e-06,0.125,0.841,135.984,429800,4
70,spotify:track:4qHVuUaejwuIrrvuuMZyiA,DIL DEEWANA,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Lata Didi - Free Hits,30,0.441,0.5,8,-7.526,1,0.0357,0.785,0.00441,0.0697,0.574,81.042,355265,4
71,spotify:track:0bdlGyCdA6DDg5wd5QfvQx,Phir Chiddi Raat,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Bazaar (Original Motion Picture Soundtrack),30,0.449,0.626,7,-5.715,1,0.0322,0.82,0.0,0.616,0.467,100.004,308733,4
72,spotify:track:2wzL4qF4EVxvhDRjS3PYhK,Dekho Maine Dekha Hai Ek Sapna,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Love Story (Original Motion Picture Soundtrack),28,0.565,0.619,8,-5.497,1,0.0309,0.818,8.54e-05,0.0722,0.789,113.195,336968,4
73,spotify:track:42mZ3BtKsRL1PzSVZkcUzi,Ham Bane Tum Bane,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Ek Duuje Ke Liye (Original Motion Picture Soundtrack),28,0.526,0.684,3,-10.195,0,0.0622,0.666,0.014,0.0486,0.798,80.49,365920,4
74,spotify:track:0W7WqMBoEJLWJ46uZ0C08v,Nindiya Se Jagi Bahar,spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Hero (Original Motion Picture Soundtrack),28,0.498,0.542,1,-10.257,1,0.102,0.852,0.00247,0.391,0.505,83.367,380440,4
75,spotify:track:3WWMn45qlTEzei4DuoawAY,"Dikhai Diye Yun, Pt. 1",spotify:artist:61JrslREXq98hurYL2hYoc,Lata Mangeshkar,75,"['classic bollywood', 'filmi', 'lata']",Bazaar (Original Motion Picture Soundtrack),28,0.489,0.595,5,-4.783,0,0.0275,0.921,0.000136,0.235,0.49,111.839,260107,4
